comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
"/*     * TODO(user): Put a warning in the javadoc about tiny fpp values, since the resulting size     * is proportional to -log(p), but there is not much of a point after all, e.g.     * optimalM(1000, 0.0000000000000001) = 76680 which is less than 10kb. Who cares!     */",1,1,1,1,-1,-1,-1,-1
"/*     * The entrySet() of ConcurrentHashMap, unlike that of other Map     * implementations, supports add() under JDK8. This seems problematic, but I     * didn't see that discussed in the review, which included many other     * changes: http://goo.gl/okTTdr     *     * TODO(cpovirk): decide what the best long-term action here is: force users     * to suppress (as we do now), stop testing entrySet().add() at all, make     * entrySet().add() tests tolerant of either behavior, introduce a map     * feature for entrySet() that supports add(), or something else     */",1,1,1,1,-1,-1,-1,-1
"/*     * We always hold the mutex when calling this. TODO(cpovirk): Is that important? Perhaps we need     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?     * Also, is it OK that we don't hold the mutex when sleeping?     */",1,1,1,1,-1,-1,-1,-1
"/*   * LegacyConverter violates the contract of Converter by allowing its doForward and doBackward   * methods to accept null. We could avoid having unchecked casts in Converter.java itself if we   * could perform a cast to LegacyConverter, but we can't because it's an internal-only class.   *   * TODO(cpovirk): So make it part of the open-source build, albeit package-private there?   *   * So we use uncheckedCastNullableTToT here. This is a weird usage of that method: The method is   * documented as being for use with type parameters that have parametric nullness. But Converter's   * type parameters do not. Still, we use it here so that we can suppress a warning at a smaller   * level than the whole method but without performing a runtime null check. That way, we can still   * pass null inputs to LegacyConverter, and it can violate the contract of Converter.   *   * TODO(cpovirk): Could this be simplified if we modified implementations of LegacyConverter to   * override methods (probably called ""unsafeDoForward"" and ""unsafeDoBackward"") with the same   * signatures as the methods below, rather than overriding the same doForward and doBackward   * methods as implementations of normal converters do?   *   * But no matter what we do, it's worth remembering that the resulting code is going to be unsound   * in the presence of LegacyConverter, at least in the case of users who view the converter as a   * Function<A, B> or who call convertAll (and for any checkers that apply @PolyNull-like semantics   * to Converter.convert). So maybe we don't want to think too hard about how to prevent our   * checkers from issuing errors related to LegacyConverter, since it turns out that   * LegacyConverter does violate the assumptions we make elsewhere.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): Change to Comparator<? super B> to permit Comparator<@Nullable ...> and   * Comparator<SupertypeOfB>? What we have here matches the immutable collections, but those also   * expose a public Builder constructor that accepts ""? super."" So maybe we should do *that*   * instead.   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO(cpovirk): Is there any way for us to support TypeParameter instances for type parameters   * that have nullable bounds? See discussion on the other overload of this method.   */,1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): Is there any way for us to support TypeParameter instances for type parameters   * that have nullable bounds? Unfortunately, if we change the parameter to TypeParameter<? extends   * @Nullable X>, then users might pass a TypeParameter<Y>, where Y is a subtype of X, while still   * passing a TypeToken<X>. This would be invalid. Maybe we could accept a TypeParameter<@PolyNull   * X> if we support such a thing? It would be weird or misleading for users to be able to pass   * `new TypeParameter<@Nullable T>() {}` and have it act as a plain `TypeParameter<T>`, but   * hopefully no one would do that, anyway. See also the comment on TypeParameter itself.   *   * TODO(cpovirk): Elaborate on this / merge with other comment?   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): It would be great to run all these tests (including class unloading) in an   * environment that forces Futures.getChecked to its fallback WeakSetValidator. One awful way of   * doing so would be to derive a separate test library by using remove_from_jar to strip out   * ClassValueValidator.   *   * Fortunately, we get pretty good coverage ""by accident"": We run all these tests against the   * *backport*, where ClassValueValidator is not present.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): These docs sometimes say ""map"" and sometimes say ""range map."" Pick one, or at   * least decide on a policy for when to use which.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): Use FutureSubject once it's part of core Truth. But be wary of using it when I'm   * really testing a Future implementation (e.g., in the case of immediate*Future()). But it's OK   * to use in the case of the majority of Futures that are AbstractFutures.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): consider higher-level APIs here (say, assertNoRecordsLogged(),   * getOnlyRecordLogged(), getAndClearLogRecords()...)   *   * TODO(cpovirk): consider renaming this method to reflect that it takes a snapshot (and/or return   * an ImmutableList)   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO(cpovirk): eliminate duplication between these tests and those in LegacyMapMakerTests and   * anywhere else   */,1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): if we start to override indexOf/lastIndexOf under GWT, we'll want some way to   * override subList to return an ImmutableSortedAsList for better performance. Right now, I'm not   * sure there's any performance hit from our failure to override subListUnchecked under GWT   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): make ""too small"" and ""too large"" elements available for better navigation   * testing. At that point, we may be able to eliminate the ""hole"" tests, which would mean that   * ContiguousSet's tests would no longer need to suppress them.   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO(cpovirk): maybe pass around TestFuture instances instead of   * ListenableFuture instances   */,1,1,1,1,-1,-1,-1,-1
/*   * TODO(cpovirk): more testing of subSet/headSet/tailSet/descendingSet? and/or generate derived   * suites?   */,1,1,1,1,-1,-1,-1,-1
/*   * TODO(cpovirk): move this to c.g.c.testing if we allow for c.g.c.annotations dependencies so   * that it can be GWTified?   */,1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): or we could make HOLES_FORBIDDEN a feature. Or we could declare that   * implementations are permitted to throw IAE if a hole is requested, and we could update   * test*Hole to permit IAE. (But might this ignore genuine bugs?) But see the TODO above   * testLower, which could make this all unnecessary   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): remove and removeExactly currently accept null inputs only   * if occurrences == 0. This satisfies both NullPointerTester and   * CollectionRemoveTester.testRemove_nullAllowed, but it's not clear that it's   * a good policy, especially because, in order for the test to pass, the   * parameter must be misleadingly annotated as @Nullable. I suspect that   * we'll want to remove @Nullable, add an eager checkNotNull, and loosen up   * testRemove_nullAllowed.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(cpovirk): surely we can find a less ugly solution than a class that accepts 3 parameters,   * exposes as many getters, does work in the constructor, and has both a superclass and a subclass   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(jlevy): Add factory methods taking an Enum class, instead of an   * iterable, to specify the allowed row keys and/or column keys. Note that   * custom serialization logic is needed to support different enum sizes during   * serialization and deserialization.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(jlevy): Consider adding headTable, tailTable, and subTable methods,   * which return a Table view with rows keys in a given range. Create a   * RowSortedTable subinterface with the revised methods?   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(jlevy): Consider creating a merge() method, similar to putAll() but   * copying non-null values only.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(jlevy): Decide whether entrySet() should return entries with an equals() method that   * calls the comparator to compare the two keys. If that change is made,   * AbstractMultiset.equals() can simply check whether two multisets have equal entry sets.   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO(kevinb): Confirm that ImmutableSortedMap is faster to construct and   * uses less memory than TreeMap; then say so in the class Javadoc.   */,1,1,1,1,-1,-1,-1,-1
"/*   * TODO(kevinb): evaluate the trade-offs of going bimorphic to save these two fields from most   * instances. Note that the instances that would get smaller are the right set to care about   * optimizing, because the rest have the option of calling `trimmed`.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO(kevinb): should we copy this javadoc to each concrete class, so that   * classes like LinkedHashMultimap that need to say something different are   * still able to {@inheritDoc} all the way from Multimap?   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO(lowasser): figure out if we can convert this to a concurrent AtomicReference-based   * collector without breaking j2cl?   */,1,1,1,1,-1,-1,-1,-1
"/*   * TODO(user): FutureChecker interface for these to be static methods on? If so, refer to it in   * the (static-method) Futures.getChecked documentation   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: Make this a drop-in replacement for j.u. versions, actually drop them in, and test the   * world. Figure out what sort of space-time tradeoff we're actually going to get here with the   * *Map variants. This class is particularly hard to benchmark, because the benefit is not only in   * less allocation, but also having the GC do less work to scan the heap because of fewer   * references, which is particularly hard to quantify.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: add VERY_LARGE, noting that we currently assume that the fourth   * sample element is not in any collection   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: consider adding MultisetFeatures.SUPPORTS_SET_COUNT. Currently we   * assume that using setCount() to increase the count is permitted iff add()   * is permitted and similarly for decrease/remove(). We assume that a   * setCount() no-op is permitted if either add() or remove() is permitted,   * though we also allow it to ""succeed"" if neither is permitted.   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: if we're testing a list, we could check indexOf(). (Doing it in   * AbstractListTester isn't enough because many tests that run on lists don't   * extends AbstractListTester.) We could also iterate over all elements to   * verify absence   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: improve this and other implementations and move out of this framework   * for wider use   *   * TODO: could we incorporate the overriding logic from AbstractListTester, by   * examining whether the features include KNOWN_ORDER?   */",1,1,1,1,-1,-1,-1,-1
"/*   * TODO: perform all List tests on subList(), but beware infinite recursion   */",1,1,1,1,-1,-1,-1,-1
/*   * TODO: test that unmodifiable multisets either throw UOE or return false   * when both are valid options. Currently we test the UOE cases and the   * return-false cases but not their intersection   */,1,1,1,1,-1,-1,-1,-1
"/*   * This test hangs (or maybe is just *very* slow) under Android.   *   * TODO(b/218700094): Ideally, get this to pass under Android. Failing that, convince ourselves   * that the test isn't exposing a real problem with InterruptibleTask, one that could matter in   * prod.   */",1,1,1,1,-1,-1,-1,-1
"/*   * Under Android, MyError propagates up and fails the test?   *   * TODO(b/218700094): Does this matter to prod users, or is it just a feature of our testing   * environment? If the latter, maybe write a custom Executor that avoids failing the test when it   * sees an Error?   */",1,1,1,1,-1,-1,-1,-1
"/* * A nullable bound would let users create a TypeParameter instance for a parameter with a nullable * bound. However, it would also let them create `new TypeParameter<@Nullable T>() {}`, which * wouldn't behave as users might expect. Additionally, it's not clear how the TypeToken API could * support even a ""normal"" `TypeParameter<T>` when `<T>` has a nullable bound. (See the discussion * on TypeToken.where.) So, in the interest of failing fast and encouraging the user to switch to a * non-null bound if possible, let's require a non-null bound here. * * TODO(cpovirk): Elaborate on ""wouldn't behave as users might expect."" */",1,1,0,1,-1,-1,-1,-1
"/* * Some of the annotations below were added after we released our separate * com.google.guava:listenablefuture:1.0 artifact. (For more on that artifact, see * https://github.com/google/guava/releases/tag/v27.0) This means that the copy of ListenableFuture * in com.google.guava:guava differs from the ""frozen"" copy in the listenablefuture artifact. This * could in principle cause problems for some users. Still, we expect that the benefits of the * nullness annotations in particular will outweigh the costs. (And it's worth noting that we have * released multiple ListenableFuture.class files that are not byte-for-byte compatible even from * the beginning, thanks to using different `-source -target` values for compiling our `-jre` and * `-android` ""flavors."") * * (We could consider releasing a listenablefuture:1.0.1 someday. But we would want to look into how * that affects users, especially users of the Android Gradle Plugin, since the plugin developers * put in a special hack for us: https://issuetracker.google.com/issues/131431257) */",1,1,0,1,-1,-1,-1,-1
/* * TODO(cpovirk): consider renaming this class in light of our now running it * under JDK7 */,1,1,1,1,-1,-1,-1,-1
/* TODO: verify that the Collection is also synchronized? */,1,1,1,1,-1,-1,-1,-1
/* TODO: verify that the Map is also synchronized? */,1,1,1,1,-1,-1,-1,-1
/* TODO: verify that the Set is also synchronized? */,1,1,1,1,-1,-1,-1,-1
"/** * A class for arithmetic on values of type {@code BigInteger}. * * <p>The implementations of many methods in this class are based on material from Henry S. Warren, * Jr.'s <i>Hacker's Delight</i>, (Addison Wesley, 2002). * * <p>Similar functionality for {@code int} and for {@code long} can be found in {@link IntMath} and * {@link LongMath} respectively. * * @author Louis Wasserman * @since 11.0 */",1,0,1,1,-1,-1,-1,-1
"/** * A dummy superclass to support GWT serialization of the element type of a {@link Range}. The GWT * supersource for this class contains a field of type {@code C}. * * <p>For details about this hack, see {@code GwtSerializationDependencies}, which takes the same * approach but with a subclass rather than a superclass. * * <p>TODO(cpovirk): Consider applying this subclass approach to our other types. */",1,1,1,1,-1,-1,-1,-1
"/** * A dummy superclass to support GWT serialization of the element type of an {@link * ImmutableMultiset}. The GWT supersource for this class contains a field of type {@code E}. * * <p>For details about this hack, see {@code GwtSerializationDependencies}, which takes the same * approach but with a subclass rather than a superclass. * * <p>TODO(cpovirk): Consider applying this subclass approach to our other types. * * <p>For {@code ImmutableMultiset} in particular, I ran into a problem with the {@code * GwtSerializationDependencies} approach: When autogenerating a serializer for the new class, GWT * tries to refer to our dummy serializer for the superclass, * ImmutableMultiset_CustomFieldSerializer. But that type has no methods (since it's never actually * used). We could probably fix the problem by adding dummy methods to that class, but that is * starting to sound harder than taking the superclass approach, which I've been coming to like, * anyway, since it doesn't require us to declare dummy methods (though occasionally constructors) * and make types non-final. */",1,1,1,1,-1,-1,-1,-1
"/** * A dummy superclass to support GWT serialization of the element types of a {@link * LinkedHashMultimap}. The GWT supersource for this class contains a field for each type. * * <p>For details about this hack, see {@code GwtSerializationDependencies}, which takes the same * approach but with a subclass rather than a superclass. * * <p>TODO(cpovirk): Consider applying this subclass approach to our other types. */",1,1,1,1,-1,-1,-1,-1
"/** * A dummy superclass to support GWT serialization of the element types of a {@link HashMultimap}. * The GWT supersource for this class contains a field for each type. * * <p>For details about this hack, see {@code GwtSerializationDependencies}, which takes the same * approach but with a subclass rather than a superclass. * * <p>TODO(cpovirk): Consider applying this subclass approach to our other types. */",1,1,1,1,-1,-1,-1,-1
"/** * A dummy superclass to support GWT serialization of the element types of an {@link * ArrayListMultimap}. The GWT supersource for this class contains a field for each type. * * <p>For details about this hack, see {@code GwtSerializationDependencies}, which takes the same * approach but with a subclass rather than a superclass. * * <p>TODO(cpovirk): Consider applying this subclass approach to our other types. */",1,1,1,1,-1,-1,-1,-1
"/** * Abstract base class for testing implementations of {@link Graph} interface. Graph instances * created for testing should have Integer node and String edge objects. * * <p>Test cases that should be handled similarly in any graph implementation are included in this * class. For example, testing that {@code nodes()} method returns the set of the nodes in the * graph. The following test cases are left for the subclasses to handle: * * <ul> *   <li>Test cases related to whether the graph is directed or undirected. *   <li>Test cases related to the specific implementation of the {@link Graph} interface. * </ul> * * TODO(user): Make this class generic (using <N, E>) for all node and edge types. * TODO(user): Differentiate between directed and undirected edge strings. */",1,1,0,1,-1,-1,-1,-1
"/** * Abstract base class for testing implementations of {@link Network} interface. Network instances * created for testing should have Integer node and String edge objects. * * <p>Test cases that should be handled similarly in any graph implementation are included in this * class. For example, testing that {@code nodes()} method returns the set of the nodes in the * graph. The following test cases are left for the subclasses to handle: * * <ul> *   <li>Test cases related to whether the graph is directed, undirected, mutable, or immutable. *   <li>Test cases related to the specific implementation of the {@link Network} interface. * </ul> * * TODO(user): Make this class generic (using <N, E>) for all node and edge types. * TODO(user): Differentiate between directed and undirected edge strings. */",1,1,0,1,-1,-1,-1,-1
"/** * All of the infrastructure of split and splitToString is identical, so we do one test of * splitToString. All other cases should be covered by testing of split. * * <p>TODO(user): It would be good to make all the relevant tests run on both split and * splitToString automatically. */",1,0,1,1,-1,-1,-1,-1
/** * An immutable sorted set with one or more elements. TODO(jlevy): Consider separate class for a * single-element sorted set. * * @author Jared Levy * @author Louis Wasserman */,1,1,1,1,-1,-1,-1,-1
"/** * An immutable well-formed internet domain name, such as {@code com} or {@code foo.co.uk}. Only * syntactic analysis is performed; no DNS lookups or other network interactions take place. Thus * there is no guarantee that the domain actually exists on the internet. * * <p>One common use of this class is to determine whether a given string is likely to represent an * addressable domain on the web -- that is, for a candidate string {@code ""xxx""}, might browsing to * {@code ""http://xxx/""} result in a webpage being displayed? In the past, this test was frequently * done by determining whether the domain ended with a {@linkplain #isPublicSuffix() public suffix} * but was not itself a public suffix. However, this test is no longer accurate. There are many * domains which are both public suffixes and addressable as hosts; {@code ""uk.com""} is one example. * Using the subset of public suffixes that are {@linkplain #isRegistrySuffix() registry suffixes}, * one can get a better result, as only a few registry suffixes are addressable. However, the most * useful test to determine if a domain is a plausible web host is {@link #hasPublicSuffix()}. This * will return {@code true} for many domains which (currently) are not hosts, such as {@code ""com""}, * but given that any public suffix may become a host without warning, it is better to err on the * side of permissiveness and thus avoid spurious rejection of valid sites. Of course, to actually * determine addressability of any host, clients of this class will need to perform their own DNS * lookups. * * <p>During construction, names are normalized in two ways: * * <ol> *   <li>ASCII uppercase characters are converted to lowercase. *   <li>Unicode dot separators other than the ASCII period ({@code '.'}) are converted to the ASCII *       period. * </ol> * * <p>The normalized values will be returned from {@link #toString()} and {@link #parts()}, and will * be reflected in the result of {@link #equals(Object)}. * * <p><a href=""http://en.wikipedia.org/wiki/Internationalized_domain_name"">Internationalized domain * names</a> such as {@code 网络.cn} are supported, as are the equivalent <a * href=""http://en.wikipedia.org/wiki/Internationalized_domain_name"">IDNA Punycode-encoded</a> * versions. * * @author Catherine Berry * @since 5.0 */",1,1,0,1,-1,-1,-1,-1
/** * Base class for map testers. * * <p>TODO: see how much of this is actually needed once Map testers are written. (It was cloned * from AbstractCollectionTester.) * * @param <K> the key type of the map to be tested. * @param <V> the value type of the map to be tested. * @author George van den Driessche */,1,1,1,1,-1,-1,-1,-1
"/** * Coerces an IPv6 address into an IPv4 address. * * <p>HACK: As long as applications continue to use IPv4 addresses for indexing into tables, * accounting, et cetera, it may be necessary to <b>coerce</b> IPv6 addresses into IPv4 addresses. * This method does so by hashing 64 bits of the IPv6 address into {@code 224.0.0.0/3} (64 bits * into 29 bits): * * <ul> *   <li>If the IPv6 address contains an embedded IPv4 address, the function hashes that. *   <li>Otherwise, it hashes the upper 64 bits of the IPv6 address. * </ul> * * <p>A ""coerced"" IPv4 address is equivalent to itself. * * <p>NOTE: This method is failsafe for security purposes: ALL IPv6 addresses (except localhost * (::1)) are hashed to avoid the security risk associated with extracting an embedded IPv4 * address that might permit elevated privileges. * * @param ip {@link InetAddress} to ""coerce"" * @return {@link Inet4Address} represented ""coerced"" address * @since 7.0 */",1,1,1,1,-1,-1,-1,-1
"/** * Creates a new container containing the given elements. TODO: would be nice to figure out how to * use E... or E[] as a parameter type, but this doesn't seem to work because Java creates an * array of the erased type. */",1,1,1,1,-1,-1,-1,-1
/** * GWT emulated version of {@link ImmutableList}. TODO(cpovirk): more doc * * @author Hayward Chan */,1,1,1,1,-1,-1,-1,-1
/** * GWT emulated version of {@link com.google.common.collect.ImmutableList}. TODO(cpovirk): more doc * * @author Hayward Chan */,1,1,1,1,-1,-1,-1,-1
"/** * Invocation handler to work around a compatibility problem between Java 7 and Java 8. * * <p>Java 8 introduced a new method {@code getAnnotatedBounds()} in the {@link TypeVariable} * interface, whose return type {@code AnnotatedType[]} is also new in Java 8. That means that we * cannot implement that interface in source code in a way that will compile on both Java 7 and * Java 8. If we include the {@code getAnnotatedBounds()} method then its return type means it * won't compile on Java 7, while if we don't include the method then the compiler will complain * that an abstract method is unimplemented. So instead we use a dynamic proxy to get an * implementation. If the method being called on the {@code TypeVariable} instance has the same * name as one of the public methods of {@link TypeVariableImpl}, the proxy calls the same method * on its instance of {@code TypeVariableImpl}. Otherwise it throws {@link * UnsupportedOperationException}; this should only apply to {@code getAnnotatedBounds()}. This * does mean that users on Java 8 who obtain an instance of {@code TypeVariable} from {@link * TypeResolver#resolveType} will not be able to call {@code getAnnotatedBounds()} on it, but that * should hopefully be rare. * * <p>TODO(b/147144588): We are currently also missing the methods inherited from {@link * AnnotatedElement}, which {@code TypeVariable} began to extend only in Java 8. Those methods * refer only to types present in Java 7, so we could implement them in {@code TypeVariableImpl} * today. (We could probably then make {@code TypeVariableImpl} implement {@code AnnotatedElement} * so that we get partial compile-time checking.) * * <p>This workaround should be removed at a distant future time when we no longer support Java * versions earlier than 8. */",1,0,1,1,-1,-1,-1,-1
/** * Reserializes the sets created by another test set generator. * * <p>TODO: make CollectionTestSuiteBuilder test reserialized collections * * @author Jesse Wilson */,1,1,1,1,-1,-1,-1,-1
"/** * Returns the ancestor of the current domain at the given number of levels ""higher"" (rightward) * in the subdomain list. The number of levels must be non-negative, and less than {@code N-1}, * where {@code N} is the number of parts in the domain. * * <p>TODO: Reasonable candidate for addition to public API. */",1,1,1,1,-1,-1,-1,-1
/** * Returns {@code true} if the MinMax heap structure holds. This is only used in testing. * * <p>TODO(kevinb): move to the test class? */,1,0,1,1,-1,-1,-1,-1
/** * Skeleton implementation of {@link HashFunction} in terms of {@link #newHasher()}. * * <p>TODO(lowasser): make public */,1,0,1,1,-1,-1,-1,-1
/** * Suite of tests for OpenJdk 6 tests. The existence of this class is a hack because the * suitebuilder won't pick up the suites directly in the other classes because they don't extend * TestCase. Ergh. * * @author Kevin Bourrillion */,1,1,1,1,-1,-1,-1,-1
/** * TODO(lukes): This was copied verbatim from Striped64.java... standardize this? */,1,1,1,1,-1,-1,-1,-1
/** * TODO: javadoc. * * @author Kevin Bourrillion */,1,1,1,1,-1,-1,-1,-1
/** * Test suite for {@link CacheBuilder}. TODO(cpovirk): merge into CacheBuilderTest? * * @author Jon Donovan */,1,1,1,1,-1,-1,-1,-1
"/** * Tests CacheBuilderSpec. TODO(user): tests of a few invalid input conditions, boundary * conditions. * * @author Adam Winer */",1,1,1,1,-1,-1,-1,-1
"/** * Tests for Predicates.contains(Pattern) and .containsPattern(String). We assume the regex level * works, so there are only trivial tests of that aspect. TODO: Fix comment style once annotation * stripper is fixed. */",1,1,1,1,-1,-1,-1,-1
"/** * Tests for Predicates.instanceOf(x). TODO: Fix the comment style after fixing annotation * stripper to remove comments properly. Currently, all tests before the comments are removed as * well. */",1,1,1,1,-1,-1,-1,-1
"/** * This is probably a weird and hacky way to test what we're really trying to test, but hey, it * caught a bug. */",1,1,1,1,-1,-1,-1,-1
/** * Unit tests for {@link Hashing}. * * <p>TODO(b/33919189): Migrate repeated testing methods to {@link #HashTestUtils} and tweak unit * tests to reference them from there. * * @author Dimitris Andreou * @author Kurt Alfred Kluever */,1,0,1,1,-1,-1,-1,-1
/** * Utility class for being able to seed a {@link Random} value with a passed in seed from a * benchmark parameter. * * <p>TODO: Remove this class once Caliper has a better way. * * @author Nicholaus Shupe */,1,1,1,1,-1,-1,-1,-1
"// At least, I assume that's why. TODO(cpovirk): Check, and maybe add a test for this.",1,1,1,1,-1,-1,-1,-1
// BigIntegerMath // TODO(cpovirk): GWT-enable BigIntegerMath,1,1,1,1,-1,-1,-1,-1
// Hack around E not being a subtype of Comparable.,1,1,1,1,-1,-1,-1,-1
// Hack around K not being a subtype of Comparable.,1,1,1,1,-1,-1,-1,-1
// Hack to load AbstractFuture et. al. in a new classloader so that it re-reads the cancellation,1,1,1,1,-1,-1,-1,-1
// Hack to load AbstractFuture et. al. in a new classloader so that it tries to re-read the,1,1,1,1,-1,-1,-1,-1
"// Hacker's Delight, Section 2-12",1,1,0,1,-1,-1,-1,-1
// Mocking ExecutorService is forbidden there. TODO(b/218700094): Don't mock.,1,1,1,1,-1,-1,-1,-1
"// See Hacker's Delight 2nd Edition, Figure 14-7.",1,1,0,1,-1,-1,-1,-1
"// TODO : NOT CORRECT, BUT TESTS PASS ANYWAYS!",1,1,1,1,-1,-1,-1,-1
"// TODO(b/114236866): Inherit doc from InternalFutureFailureAccess. Also, -link to its URL.",1,1,1,1,-1,-1,-1,-1
// TODO(b/126049426): Consider using saturateToNanos(timeout) instead.,1,1,1,1,-1,-1,-1,-1
"// TODO(b/141673833): If this would work, it would allow us to implement IThenable properly:",1,1,1,1,-1,-1,-1,-1
// TODO(b/142723300): Return AbstractNetwork.this.incidentEdgeOrder() once Network has that,1,1,1,1,-1,-1,-1,-1
"// TODO(b/145386688): This access should be guarded by 'segment', which is not currently",1,1,1,1,-1,-1,-1,-1
"// TODO(b/145386688): This access should be guarded by 'this.segment', which is not currently",1,1,1,1,-1,-1,-1,-1
// TODO(b/147136275): Remove once our checker understands & and |.,1,1,1,1,-1,-1,-1,-1
// TODO(b/148207871): Restore once Eclipse compiler no longer flakes for this.,1,1,1,1,-1,-1,-1,-1
// TODO(b/160980469): remove support for the old serialization format after some time,1,1,1,1,-1,-1,-1,-1
// TODO(b/163345357): Widen bound to AutoCloseable once we require API Level 19.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableBiMap once CollectorTester is usable to java7.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableList once CollectorTester is usable to java7.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableListMultimap once CollectorTester is usable.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableMap once CollectorTester is usable to java7.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableRangeMap once CollectorTester is usable to java7,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableRangeSet once CollectorTester is usable to java7,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableSet once CollectorTester is usable to java7.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableSetMultimap once CollectorTester is usable.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableSortedMap once CollectorTester is usable.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableSortedSet once CollectorTester is usable.,1,1,1,1,-1,-1,-1,-1
// TODO(b/172823566): Use mainline testToImmutableSortedSet_customComparator once CollectorTester,1,1,1,1,-1,-1,-1,-1
// TODO(b/192446998): Remove this override after tools understand nullness better.,1,1,1,1,-1,-1,-1,-1
// TODO(b/192579700): Use a ternary once it no longer confuses our nullness checker.,1,1,1,1,-1,-1,-1,-1
// TODO(b/219820829): consider removing,1,1,1,1,-1,-1,-1,-1
// TODO(b/27817069): Consider verifying the edge's incident nodes in the string.,1,1,1,1,-1,-1,-1,-1
// TODO(b/31438252): Consider potential optimizations for this algorithm.,1,1,1,1,-1,-1,-1,-1
// TODO(b/35466881): Fix or suppress.,1,1,1,1,-1,-1,-1,-1
// TODO(b/38490623): reenable after GWT double-to-string conversion is fixed,1,1,1,1,-1,-1,-1,-1
// TODO(b/6160855): Switch GWT emulations to NavigableSet.,1,1,1,1,-1,-1,-1,-1
// TODO(b/64442212): Remove this guard once lazyStackTrace() works in Java 9+.,1,1,1,1,-1,-1,-1,-1
// TODO(b/65488446): Make this a public API.,1,1,1,1,-1,-1,-1,-1
// TODO(b/68134636): Remove by 2019-10,1,1,1,1,-1,-1,-1,-1
"// TODO(b/80534298): Catch exceptions, rethrowing later with extras as suppressed exceptions.",1,1,1,1,-1,-1,-1,-1
"// TODO(benyu): Once behavior is the same for all Java versions we support, delete this.",1,1,1,1,-1,-1,-1,-1
"// TODO(benyu): This should check equality to an expected value, see discussion in cl/98674873",1,1,1,1,-1,-1,-1,-1
// TODO(benyu): Try java.nio.file.Paths#get() when Guava drops JDK 6 support.,1,1,1,1,-1,-1,-1,-1
// TODO(benyu): bake these into ArbitraryInstances.,1,1,1,1,-1,-1,-1,-1
"// TODO(benyu): benchmark and optimize all creation paths, which are a mess now",1,1,1,1,-1,-1,-1,-1
// TODO(benyu): handle ? super T somehow.,1,1,1,1,-1,-1,-1,-1
// TODO(benyu): migrate all subtyping tests from TypeTokenTest to this class using SubtypeTester.,1,1,1,1,-1,-1,-1,-1
// TODO(benyu): turn this into a test once all copyOf(Collection) are,1,1,1,1,-1,-1,-1,-1
// TODO(cgdecker): Add CharSource.slice?,1,1,1,1,-1,-1,-1,-1
// TODO(cgdecker): Maybe add a test for this to ByteSourceTester,1,1,1,1,-1,-1,-1,-1
// TODO(cgdecker): Should check for a generic parameter type and error out,1,1,1,1,-1,-1,-1,-1
