commenttext,classification
check if thi mess wa alread learn onl ad if thi is not the cas,0
get head from fold,0
valid command paramet at the mom onl check if ther ar an invalid email address,0
read stream in string,0
tooltip text,0
thi is a html mess,0
execut filt,0
strip html mess remov al html tag,0
non javadoc see org columb chat jab ibuddystatu getstatusmess,0
xmlelement selectedbrow messageview getel optionsitem select brows selectedbrow addobserv thi,0
cre a form build,0
init new rend,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
sam object,0
non javadoc see jav util observ upd jav util observ jav lang object,0
appl model,0
op connect to smtp serv,0
par key valu lin,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
default,0
non javadoc see org columb mail gui config gen mailoptionsdialog see jav util observ upd jav util observ jav lang object,0
thi is a textplain mess,0
now send mess sourc,0
remov old rend,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
settext bod,0
process the list last to first notif thos that ar interest in thi ev,0
us new viewitem,0
non javadoc see javax swing listcellrend getlistcellrenderercompon javax swing jlist jav lang object int bool bool,0
fin url url extracturl ev,0
icon putvalu smal icon imageload getsmallimageicon appl filt png,0
us new viewitem,0
som er in the clientserv commun fal back to default login process,0
if hav alread a suit fold skip the search,0
shortcut key no shortcut her beca f conflict with system accel key putvalu accel key keystrok getkeystrok keyev vk f,0
return default account spamitem instead,0
non javadoc see org columb mail fold imailbox getmimepartsourcestream jav lang object jav lang integ,0
todo auth fdietz thi should be chang into a real window,0
sup gettablecellrenderercompon tabl valu isselect hasfocu row column,0
build setdefaultbuttonbargapbord,0
non javadoc see org columb mail fold ev ifolderl messageremov org columb mail fold ev ifolderev,0
todo i n clos button,0
thi,0
op context menu thi ha to hap in the awt ev dispatch thread,0
non javadoc see org columb mail fold imailbox getattribut jav lang object jav lang string,0
scal im,0
synchron loc uid list with serv uid list,0
priv bool pop,0
non javadoc see org columb ap command command execut org columb ap command work,0
buf append titl,0
non javadoc see javax swing tabl tablecellrend gettablecellrenderercompon javax swing jtabl jav lang object bool bool int int,0
return default account imapitem instead,0
non javadoc see org columb ristretto mess mess sethead org columb ristretto mess head,0
fetch dat from from \? \? \? \? \? \?,0
non javadoc see org columb mail fold imailbox getmimepartsourcestream jav lang object jav lang integ,0
vect ad morebutton,0
non javadoc see org columb mail fold headercach headerl count,0
cre multipartmix if necessar,0
process the list last to first notif thos that ar interest in thi ev,0
insert head sect with charset def,0
column,0
par lin by lin,0
non javadoc see org columb cor gui them plugin abstractthemeplugin setlookandfeel,0
custom head,0
non javadoc see org columb cor shutdown ishutdownm reg jav lang run,0
get head from fold,0
not if ssl is poss we just nee the plain login sint ssl doe the encrypt for u,0
remov bod part if alread shown in text view,0
process the list last to first notif thos that ar interest in thi ev,0
get text for icon,0
concret impl of act,0
set id on from address,0
upd fold select,0
scal im,0
wait second and check for pend command again thi is us if a command cau a deadlock,0
todo i n help button,0
leav dialog empt if no sourc contact model specif,0
get tooltip for icon,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
build setdefaultbuttonbargapbord,0
can no long ass that sendmessagedialog ha been display,0
get cur uid,0
is tru if the last search wa success a posit of the word aft the last search ivok if noth found a posit of the word aft the last replac ivok if noth wa replac,0
send a texthtml,0
cre search fold,0
button setbord borderfactor createemptybord,0
non javadoc see org columb cor filt ifilteractionl remov int,0
compo mess bod a textplain,0
non javadoc see org columb ap gui fram idock registerdock jav lang string jav lang string javax swing jcompon javax swing jpopupmenu,0
setup filt config,0
import for cancel,0
ad sect,0
non javadoc see org columb ap gui fram idock dock org columb ap gui fram idock org columb ap gui fram idock reg flo,0
writ charset to head,0
non javadoc see javax swing listcellrend getlistcellrenderercompon javax swing jlist jav lang object int bool bool,0
mess doe not contain thi headerfield,0
build append contextbutton build append providercombobox,0
remov the bodypart s if an,0
non javadoc see org columb cor filt ifilterl indexof org columb cor filt filt,0
karlp also loc is rest,0
if mess siz is big skip download of thi mess,0
button addmousel new linkmousel,0
non javadoc see org columb cor filt ifilterr setcondit jav lang string,0
button setopaqu fal,0
non javadoc see org columb addressbook gui tabl model tablemodeldec getrowcount,0
to allow empt mess,0
cre search crit,0
cre search fold,0
non javadoc see org columb cor filt ifilterr ad org columb cor filt filtercriter,0
init mim head with default valu textplain,0
skip if filt is dis,0
karlp tag ar strip if the model contain a html mess sint we ar compo a plain text mess her,0
guar to return a non nul array,0
replac sect,0
i spec want thi her to ens that the director ex and thi method nev return nul an fil that wer in the observ list hav alread been prevy remov by checkfil,0
to allow empt mess,0
not if ssl is poss we just nee the plain login sint ssl doe the encrypt for u,0
reset row height,0
putvalu larg icon imageload getimageicon mark a import png,0
ad sign if defin,0
non javadoc see org columb addressbook facad igroupitem getcontactcount,0
upd tre nod for renam the new fold,0
non javadoc see com miginfocom calend dateare activitydragresizel activitydragr com miginfocom calend dateare activitydragresizeev,0
cre stream from string,0
tooltip text,0
get mess with uid,0
guar to return a non nul array,0
check if a singl entr is select,0
start par lin,0
set default charset or select,0
mess belong to which account \?,0
setup the xml that is to be writ,0
som er in the clientserv commun fal back to default login process,0
insert link tag for url and email address,0
backward comp,0
for text comparison,0
for multipart cont typ we nee to tak act if boundar is nonex eudor stor cont typ multipart ev though the mess is not reall multipart e g beca an attach alread ha ha been decod by eudor,0
test if the list substract with an empt list is eq to itself,0
guar to return a non nul array,0
if the par is a virt fold the search can not be appl directl look for the correct uid by find the first non virt fold,0
retriev the act search result dat,0
headerfield is empt,0
correct tok dat,0
dat,0
serv mess numb start with where list numb start with alway increa fetch numb,0
init mim head with default valu texthtml,0
non javadoc see org columb cor filt ifiltercriter setcriter int,0
compo text part,0
mak sur thi mailbox is select,0
attach,0
on the first tri check if we nee to show the password dialog not necessar when password wa stor,0
compo html part,0
panel,0
cop flag,0
guar to return a non nul array,0
substitut spec charact lik t n,0
if the cau is a imapexcpet then onl password wrong el bog auth mech,0
now we can search thi fold sint no mail from thi fold wil com in the list,0
from thi point we hav a usernam and password from config of from the dialog,0
chang subject column rend back to default,0
set the attach flag,0
select new item,0
process the list last to first notif thos that ar interest in thi ev,0
show context menu,0
get valu of subject from or to head,0
get al mimepart,0
an url check wheth it alread a link,0
return if not click on an column head,0
process the list last to first notif thos that ar interest in thi ev,0
if the sam mess is stil shown mark it a read,0
search for clos bracket sep to account for attribut in tag,0
if tooltip is nul remov an tooltip text,0
process the list last to first notif thos that ar interest in thi ev,0
button addmousel new labelmousel,0
contain comm charact,0
col backgroundcol uim getcol textfield background,0
cur posit in s,0
remov the bodypart s if an,0
an email adress wa found check wheth it alread a link,0
sup dock messageviewerdock idock reg cent,0
combin the result in on array,0
map tablecolumn object to tooltip,0
cre attach compon with text icon tooltip context menu and doubl click act,0
cur column whos tooltip is be display thi vary is us to minim the cal to settooltiptext,0
if the clos mark is aft the s mark do not insert a link,0
karlp us default account a fal back,0
at an tim i get her uid of leng if thi is so we should return and do noth,0
get last select,0
retriev ev from stor,0
awt ev thread,0
mak sur that we hav a mess id,0
rfc head,0
and or or \? and is implicit or must be specif,0
awt ev thread,0
remov from script list,0
mov,0
contain not,0
quot accord model typ texthtml,0
b start at word boundar w s \? \? us pa construct prot protocol and an match literal any \? s until we find whitespac or end of string,0
get list of plugin,0
just look if the first charact alrad an so can us thi mailaddress a the correct address,0
plain text,0
it 's the script respon to defin the metadat by invok setnam setauth and setdescrib,0
unsupportedflavorexceiv ioexceiv,0
non javadoc see org columb cor gui fram focu focusown select,0
load plugin handl us for the column,0
tooltip text,0
abstractmessagefold destfold abstractmessagefold treeview getdroptargetfold,0
process the list last to first notif thos that ar interest in thi ev,0
exampl x beenth columb devel list sourceforg net,0
cre html el if it doe not ex,0
get select fold,0
at the mom we ar onl support gpg so let u cod hard her the gpg driv,0
shortcut key,0
karlp and spac handl also,0
select al row,0
non nl,0
int getrow messagenod nod,0
we sav onl the first item in the cc list,0
expand al row,0
non javadoc see org columb cor filt ifilteractionl addemptyact,0
chang the select to the first row,0
process the ev,0
load plugin,0
onl do check if we ar in onlin stat,0
if ther ar entr in the tabl,0
check if the charset is u asci then ther is some wrong switch to utf and writ to log fil,0
test if the listpart substract,0
process the ev,0
auth fdietz nev request focu requestfocu,0
process the ev,0
get the nod,0
get select contactgroup card,0
get the nod,0
process the ev,0
upd statu mess,0
process the ev,0
if subject doe not start alread with fwd prepend it,0
process the ev,0
fold in which the upd occ,0
en if mor than zero treenod select,0
scroll to the first row,0
re select fold,0
scroll to the first row scrollrecttovis getcellrect row fal requestfocu,0
fal back to glob resourc load,0
do not clear select,0
remov the end sep and whitespac if an ex,0
init thread view model,0
ens tzid match dat tim timezon paramet tzid dtstamp getparamet getparamet paramet tzid,0
remov al column for column model,0
non nl,0
pa tre to model us by the thread view,0
mak it transluc,0
init sort model,0
fil form textfield,0
if subject doe not start alread with re prepend it,0
tooltip text,0
notif observ sort stat submenu,0
if address contain a comm enclo the display nam port in doubl quot,0
get transl,0
karlp ad handl of html mess,0
init view,0
on is the easiest cas,0
column id ar al low cas,0
cre new ev with new uuid,0
assign a tooltip for each of the column,0
unregisterreg a fold list,0
clear model,0
substract the uid on the serv from the download uid headeruid ar the uid that hav been remov from the serv,0
reg interest on fold ev,0
process the list last to first notif thos that ar interest in thi ev,0
mak select row vis again,0
we do not nee to issu a addit noop her sint the ensurelogin cal abov ens also the correct statu in a min idl interv timefram,0
if mess wa remov from jtabl,0
process the list last to first notif thos that ar interest in thi ev,0
get cur select,0
get inputstream of mess bod,0
for exampl re thi is a subject,0
skip if us did not specif search term for thi crit,0
test for bool not eq object,0
non javadoc see org columb mail imap iimapserv recentchang jav lang string int,0
get config,0
cas workerstatuschangedev fin setv fal break,0
messagenod getmessagenod object uid,0
non javadoc see org columb cor gui fram focu focusown undo,0
rememb select nod,0
loginmethod string loginmethodcombobox getselecteditem,0
when mark mess do not touch select,0
non javadoc see com miginfocom calend dateare activitymovel activitymov com miginfocom calend dateare activitymoveev,0
upd infopanel gray panel below the toolb show totalunreadrec mess count,0
non javadoc see org columb calend ui calend ap icalendarview recreatefilterrow,0
re select previou select,0
non javadoc see org columb calend ui calend ap iactivityselectionchangedl selectionchang org columb calend ui calend ap activityselectionchangedev,0
onl re select if onl a singl row wa formerl select,0
non javadoc see org columb calend ui calend ap icalendarview getview,0
en cutcopypasteselect act focusm getinst updateact,0
non javadoc see org columb cor gui fram focu focusown isredoact,0
load opt of newl select fold,0
impl for complet tim out for clear text is ign her,0
select row,0
non javadoc see org columb addressbook facad igroupitem setcontact jav util list,0
rememb prevy select fold,0
non javadoc see org columb cor gui fram focu focusown ispasteact,0
if new column wer ad we hav to init the tooltip,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
string definit for the charsetnam not thes ar also us to look up the menuentr from the resourceload,0
memb vary,0
remov al column from tabl model,0
non javadoc see org columb ap command iworkerstatuscontrol removeworkerstatuschangel org columb cor gui statusb ev workerstatuschangel,0
select nod,0
non javadoc see org columb cor taskm itaskm removetaskmanagerl org columb cor taskm taskmanagerl,0
expand al unread mess nod,0
non javadoc see org columb cor filt ifilt setnam jav lang string,0
test for hashcod,0
non javadoc see org columb cor filt ifilterl moveup org columb cor filt filt,0
mak select row vis again,0
non javadoc see org columb cor filt ifilterr get int,0
messagenod getrootnod,0
non javadoc see org columb cor filt ifilterl ad org columb cor filt filterl,0
guar to return a non nul array,0
non javadoc see org columb cor filt ifilterl ad org columb cor filt filt,0
clear messagenod cach,0
let u hard cod the gpg for each connect lat we should support also oth vary lik smim,0
repaint tabl head,0
non javadoc see javax swing ev listselectionl valuechang javax swing ev listselectionev,0
if ther ar entr in the tabl,0
default,0
notif the model to sort the tabl sort sort column,0
non javadoc see org columb ap gui fram iframemed saveposit,0
notif observ sort stat submenu,0
non javadoc see org columb cor gui fram iframem openview jav lang string,0
abstractfolderoptionsplugin getplugin string nam,0
non javadoc see org columb ap gui fram idock dock org columb ap gui fram idock org columb ap gui fram idock org columb ap gui fram idock reg flo,0
dis toolb text,0
non javadoc see org columb cor print cparagraph print jav awt graph d,0
sim charset chang to init selectedmenuitem,0
tooltip text,0
icon,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
set fal,0
non javadoc see javax swing tabl tablecellrend gettablecellrenderercompon javax swing jtabl jav lang object bool bool int int,0
tableview getview,0
process the list last to first notif thos that ar interest in thi ev,0
int column view convertcolumnindextomodel viewcolumn int column view convertcolumnindextoview viewcolumn,0
non javadoc see javax swing listcellrend getlistcellrenderercompon javax swing jlist jav lang object int bool bool,0
rememb select nod,0
non javadoc see org columb cor gui them plugin abstractthemeplugin setlookandfeel,0
dis ever icon set appropr icon for select column,0
non javadoc see org columb mail fold rootfold getinbox,0
view the mess und the new nod,0
non javadoc see org columb mail gui tabl model tablemodelmodif set org columb mail mess headerl,0
get from the next nod the uid,0
non javadoc see org columb mail fold foldertreenod addsubfold org columb mail fold foldertreenod,0
us struct,0
select fold again aft mov op,0
loc bod start and end tag,0
us resourcebundl 's intern classload,0
test method for 'org columb cor tag tagm getallt ',0
non javadoc see org columb mail fold headercach headerl upd jav lang object org columb mail mess icolumbahead,0
test if the siz of self substract list is,0
non javadoc see org columb ap command command execut org columb ap command work,0
xp x xp x xp x yp y c getheight yp y c getheight yp y c getheight g setcol col whit g drawlin xp yp xp yp g drawlin xp yp xp yp g setcol col gray g drawlin xp yp xp yp,0
non javadoc see org columb mail fold headercach headerl clear,0
ther is no par,0
non javadoc see org columb mail fold headercach headerl remov jav lang object,0
test for int hashcod,0
non javadoc see org columb mail fold headercach headerl containsvalu jav lang object,0
select it,0
uncom to en act,0
set default html or text bas on stor opt can be overrid by set the compo model,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
getbynam,0
non javadoc see org columb mail fold foldertreenod addsubfold org columb mail fold foldertreenod,0
check if the nod is not nul,0
loop until sign wa sucess or the us cancel the passphra dialog,0
and set thi to the act ref,0
non javadoc see org columb cor filt ifilterr getcondit,0
if the nod is not nul,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
test method for 'org columb cor tag tagm addt string ',0
non javadoc see org columb mail fold imailbox addmess jav io inputstream,0
view the mess und the new nod,0
non javadoc see org columb mail fold imailbox getfl jav lang object,0
cre config fold,0
non javadoc see org columb cor filt ifilterl insert org columb cor filt filt int,0
mailframemed framemed registertableselectionl thi,0
non javadoc see org columb mail fold imailbox getmimepartbodystream jav lang object jav lang integ,0
get cur nod und the select,0
non javadoc see org columb mail fold ev ifolderl folderad org columb mail fold ev ifolderev,0
remov config director,0
non javadoc see org columb mail fold imailbox getheaderfield jav lang object jav lang string,0
sav the last select for the cur fold,0
tooltip text,0
select it,0
non javadoc see org columb mail imap iimapserv connectionclo jav lang string jav lang string,0
icon,0
non javadoc see javax swing listcellrend getlistcellrenderercompon javax swing jlist jav lang object int bool bool,0
cre config fold,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
multipl on is default,0
non javadoc see org columb mail gui compo abstracteditorcontrol setviewtext jav lang string,0
default valu is pixel int po viewitem getintegerwithdefault splitpan attach,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
icon,0
non javadoc see org columb ap command command execut org columb ap command work,0
tooltip text,0
icon putvalu smal icon imageload geticon fold delet png putvalu larg icon imageload geticon fold delet png,0
check if the nod is not nul,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
test for getcol,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
toolb text,0
non javadoc see org columb cor gui select iselectionl selectionchang org columb cor gui select selectionchangedev,0
toolb text,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
get last select,0
process the list last to first notif thos that ar interest in thi ev,0
get cur uid,0
non javadoc see org columb cor gui select iselectionl selectionchang org columb cor gui select selectionchangedev,0
tooltip text,0
ad profil to profil xml,0
icon for toolb,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
junit begin,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
find al poss plugin director,0
warn us in an oth cas,0
tooltip text,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
clear mess list select,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
clear mess list,0
non javadoc see org columb mail gui tabl model tablemodelmodif set org columb mail mess headerl,0
necessar for the mess fram onl,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
icon for menu,0
officetextfield,0
test for clon,0
non javadoc see org columb cor gui util iselectionl selectionchang org columb cor gui util selectionchangedev,0
clear mess view,0
process the list last to first notif thos that ar interest in thi ev,0
get select stuff,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
set toolb text,0
now instanc the fold class,0
karlp method sign chang to return an abstracteditorcontrol,0
if the tre is in a dnd act then we dont nee to upd al list sint thi onl a temporar fold select,0
mess contain list of attach,0
non javadoc see org columb mail imap iimapserv checksupportedauthenticationmethod,0
tooltip text,0
non javadoc see org columb mail imap iimapserv cop org columb mail fold imap imapfold jav lang object org columb mail fold imap imapfold,0
shortcut key,0
non javadoc see org columb mail imap iimapserv subscribefold jav lang string,0
tooltip text,0
non javadoc see org columb mail imap iimapserv append jav io inputstream org columb ristretto imap imapfl org columb mail fold imap imapfold,0
mess bod,0
do not onl upd the tag search result when click on a diff tag also do a refresh of the sam tag when doubl click on it,0
get prev nod,0
non javadoc see org columb mail imap iimapserv getallhead jav lang object org columb mail fold imap imapfold,0
tooltip text,0
non javadoc see org columb mail imap iimapserv fetchflagsliststartfrom int org columb mail fold imap imapfold,0
tooltip text,0
non javadoc see org columb mail imap iimapserv getmimet jav lang object org columb mail fold imap imapfold,0
dat rang start tim end tim definit,0
non javadoc see org columb mail imap iimapserv markmess jav lang object int org columb mail fold imap imapfold,0
get select stuff,0
ad result panel a list for new search result,0
multipl zero to on is default,0
non javadoc see org columb mail imap iimapserv getmessagefolderinfo org columb mail fold imap imapfold,0
shortcut key,0
non javadoc see org columb cor gui them plugin abstractthemeplugin setlookandfeel,0
tooltip text,0
get a list of messagenod object of the first hierach level,0
dis toolb text,0
non javadoc see org columb mail imap iimapserv setobserv org columb ap command istatusobserv,0
do the search,0
non javadoc see org columb mail imap iimapserv upd jav util observ jav lang object,0
dat tim timezon definit,0
for each el in the mess head ref or in repl to headerfield find a contain whos mess id match and ad mess otherw cre empt contain,0
get select stuff,0
non javadoc see org columb mail mess headerinterfac getfl,0
do not prompt us if compo should be clos,0
non nl,0
shortcut key is strg e mod swit,0
non javadoc see org columb ristretto mess mess sethead org columb ristretto mess head,0
toolb text is us a bit short mod swit,0
non javadoc see org columb ristretto mess mess sethead org columb ristretto mess head,0
tooltip text mod swit,0
platform maintain ad yo platform her,0
icon putvalu smal icon mailimageload geticon email edit png putvalu larg icon mailimageload geticon email edit png,0
non javadoc see org columb chat ui roast iroastert getselect,0
pa command to schedul,0
non javadoc see org columb chat jab ibuddystatu issignedon,0
mod swit,0
if the height of a view exc the paperheight ther should be no break bef sint it wil be imposs to fit it in anywh an infinit loop we do not hav access to the pageheight her theref an educ guess is mad no break ar insert bef view start within the first chos to avoid round off er of the avail spac giv by actbreakheight if the view start aft the first a break is insert and the view wil start at the top of the next pag i e with the first thi tim,0
id definit,0
non javadoc see org columb chat ui conv iconversationcontrol addch jav lang string,0
fold getconfig set propert en thread view enablethreadedview,0
non javadoc see org columb chat jab ibuddystatu setpresencemod org jivesoftw smack packet pres mod,0
get cur mess list select,0
if thi is set to tru we us the loc select instead of us the tabl select,0
ad command for execut,0
non javadoc see org columb mail fold mailboximport defaultmailboximport getdescrib,0
pa command to schedul,0
setjmenub menub,0
tooltip text,0
privatezippostalcodelabel,0
icon for menu,0
non javadoc see org columb cor gui plugin abstractconfigplugin updatecompon bool,0
tooltip text,0
process the list last to first notif thos that ar interest in thi ev,0
tooltip text,0
clear statusb mess,0
dis toolb text,0
calc a new break height accord to the cont poss smal to break bef som cont i e not to break in the middl of some,0
icon for menu,0
cancel command executionupdategu method if fold select ha been modif,0
list for config chang,0
karlp onl en when mess s select,0
shortcut key,0
abstractmailframecontrol framemed registertableselectionl thi,0
toolb text,0
default sign,0
shortcut key,0
shortcut key putvalu accel key keystrok getkeystrok keyev vk f,0
select mess in mess list,0
get select stuff,0
smal icon for menu,0
uncom to en act,0
mailframemed framemed registertableselectionl thi,0
putvalu larg icon imageload getimageicon draft png,0
necessar for the mess fram onl,0
non nl,0
set fal,0
get cur mess list select,0
tooltip text,0
look for default view set if not found nul is return,0
shortcut key putvalu accel key keystrok getkeystrok keyev vk braceleft,0
cre a panel with al button of the window column row,0
mov mess to trash,0
non nl,0
icon for toolb,0
tooltip text,0
upd observ nul,0
non nl,0
icon for toolb,0
tooltip text,0
reg a observ,0
non nl,0
remov col ad col select to ref,0
putvalu accel key keystrok getkeystrok keyev vk l toolkit getdefaulttoolkit getmenushortcutkeymask,0
createsubmenu,0
karlp column may be nul first tim we visit a fold \? idefaultitem item new defaultitem xmlelement,0
toolb text is us a bit short,0
non nl,0
clos window,0
guar to return a non nul array,0
tooltip text,0
process the list last to first notif thos that ar interest in thi ev,0
us struct,0
compo opt xml,0
shortcut key,0
process the list last to first notif thos that ar interest in thi ev,0
icon,0
process the list last to first notif thos that ar interest in thi ev,0
test for clon,0
process the list last to first notif thos that ar interest in thi ev,0
opt string bas attribut,0
non nl,0
icon,0
cre ref,0
tooltip text,0
non nl,0
tooltip text,0
non nl,0
dis toolb text,0
putvalu smal icon mailimageload geticon email op png,0
opt string bas attribut,0
non nl,0
ad command for execut,0
load al intern addressbook plugin,0
opt string bas attribut,0
putvalu smal icon imageload getsmallimageicon redirect smal png putvalu larg icon imageload getimageicon redirect png,0
get select stuff,0
ad col select to ref,0
set fal,0
cre virt fold for each crit,0
get origin fold,0
ad command for execut,0
should be virt,0
non nl,0
mailframemed framemed registertableselectionl thi,0
non nl,0
pa command to schedul,0
icon mod swit,0
mandator string bas attribut,0
non nl,0
top level structur,0
non javadoc see org columb ristretto mess mess sethead org columb ristretto mess head,0
mandator string bas attribut,0
notif the model to sort the tabl sort sort column,0
if al mess ar tag with tag then return tru el fal,0
non nl,0
shortcut key,0
dis ever icon set appropr icon for select column,0
get cur mess list select,0
putvalu larg icon imageload getimageicon repl smal png,0
get cur mess list select,0
for som weird reason the tabl los it int cel spac propert when chang the underl column model set thi to again,0
trash fold is select delet mess,0
rol correctl ov year,0
list upd select statu when ev a mess select chang,0
sav the last select for the cur fold,0
if thi is a mess view fram view a mess onl the window should be clos too,0
non nl,0
icon,0
init tabl model,0
turn off ssl for the fut,0
non nl,0
top level structur,0
no spec rend found us default rend,0
necessar for the mess fram onl,0
non nl,0
ad array to vect,0
tc setcelledit new customtreetablecelledit,0
view mess list,0
non nl,0
tooltip text,0
non nl,0
mark a bold if mess is unseen,0
non nl,0
build setvalid tru,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
tooltip text,0
rol correctl ov year,0
setup and load construct,0
publ jcompon getcompon jpanel panel new jpanel panel setlayout new borderlayout panel ad messagecontrol borderlayout cent return panel,0
get langu config,0
setprefer list getprefer,0
tooltip text,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
set fal,0
non nl,0
tooltip text,0
cre search fold,0
shortcut key,0
sort al the result,0
icon,0
if head contain mor field than the cach head,0
icon,0
op compo,0
thi rootnod root par createmissingel,0
tooltip text,0
select mess in mess list,0
non nl non nl non nl,0
uncom to en act,0
otherpoboxlabel,0
shortcut key putvalu accel key keystrok getkeystrok keyev vk braceleft,0
cre a view mor button respon for op the attach view popup jbutton morebutton createattachmentmorebutton,0
necessar for the mess fram onl,0
cre filt,0
get select stuff,0
onl upd tabl if thi fold is the sam a the cur select,0
toolb text is us a bit short,0
non nl namelabel setfont boldfont,0
ad command for execut,0
fixm r setpo,0
writ interfac,0
non nl,0
fetch the headerl,0
todo i n help button,0
karlp,0
reg a config chang list,0
reop the port,0
par for url and substit with html cod,0
clear mess list view,0
thi is nee to be abl to op attach of the decrypt mess,0
larg icon for toolb,0
rol correctl ov year,0
abort if noth select,0
non nl,0
new select,0
if the pgp mod is act we should get the decrypt part,0
shortcut key,0
pa command to schedul,0
reg a selectionl to track the select of the tre,0
non nl,0
end class xmlio,0
non nl,0
ad ever head from headerl to the tabl a messagenod,0
non nl,0
settext accountnam,0
writ to temporar fil,0
import replac thi charact must hap first,0
non nl,0
ad array to vect,0
putvalu larg icon imageload geticon iconkey docu sav a,0
mark a bold if mess is unseen,0
non nl,0
upd treemodel,0
non nl,0
notif tre getrealmodel gettreemodel nodestructurechang getrootnod,0
onl import vev and vtodo for now,0
sav ever messagenod in hashmap for lat ref,0
non nl,0
ad thi nod to cach,0
init bottom panel with ok cancel button,0
cre messagenod,0
non nl,0
get un id,0
ens tzid match dat tim timezon paramet tzid dtstart getparamet getparamet paramet tzid,0
if no mess id avail cre bog,0
rrul freqyearl count interv rrul freqweekl until t interv bydaytu rrul freqyearl interv,0
cre tre structur,0
putvalu larg icon imageload geticon iconkey fold op,0
get head,0
non nl,0
junit end,0
non nl,0
int index locationtoindex new point x y setselectedindex index,0
setprefer list getprefer,0
do the sort,0
load profil config fil,0
the last el is the direct par,0
process the list last to first notif thos that ar interest in thi ev,0
sav ever mess id in hasht for lat ref,0
non nl,0
send from address and recip list to smtp serv al address hav to be norm,0
non nl,0
tabl is empt just display empt tabl,0
return if select chang is in flux,0
sav ever mess in a list,0
immed upd text and progress bar updategu,0
check if ther ar mess mark a rec in cas underlin par nod,0
non nl,0
ha child,0
non nl,0
observ connect the sort tabl with the sort menu view sort mess,0
collap getcontentp setbackground col whit,0
rec found,0
bottom setbord new singlesideetchedbord swingconst top bottom setlayout new boxlayout bottom boxlayout x ax bottom ad box createhorizontalstrut,0
filterl new vect,0
get mess with uid,0
go through whol tre and sort the sibl aft dat,0
get fold info,0
defin fal tru,0
non nl non nl,0
er,0
non nl locationlabel setfont boldfont non nl,0
load a fil thi is what start thing off,0
process the list last to first notif thos that ar interest in thi ev,0
treepa path tre getpathforrow row,0
non nl,0
us loc dat set,0
non nl,0
setopaqu tru must do thi for background to show up,0
matchcombobox additem is matchcombobox additem is not matchcombobox additem begin with matchcombobox additem end with,0
setopaqu tru must do thi for background to show up,0
first find the begin el,0
cre the xml read xr xmlreaderfactori createxmlread,0
rol correctl ov year,0
priv bool isbord tru,0
karlp column may be nul first tim we visit a fold \?,0
set the contenthandl xr setcontenthandl thi,0
non nl,0
model setsignmess signmenuitem isselect model setencryptmess encryptmenuitem isselect,0
ad command to compoundcommand,0
settext,0
non nl,0
cre a virt fold with al mess hold thi tag,0
non nl,0
maxim dat to put on a on lin,0
non nl,0
setforeground col red,0
non nl,0
default construct publ xmlio,0
sav last select mess to the fold,0
setbord nofocusbord,0
mak sur thi config is also vis work immed,0
p setbord borderfactor createemptybord,0
fram listview upd,0
setforeground col blu,0
fal back if er occ,0
top level el us to hold every el,0
col bgpaint new col,0
etetextforeground col blu,0
string uservisiblenam pluginhandl getuservisiblenam id,0
settext,0
mayb the plugin wa not load correctl us default row new markactionrow thi act,0
the cur el you ar work on,0
protect xmlelement createdefaultconfig string id xmlelement child sup createdefaultconfig id xmlelement splitpan new xmlelement splitpan splitpan addattribut main splitpan addattribut head splitpan addattribut attach child addel splitpan return child,0
attach control doe not support past act,0
cre ur repr the contact,0
cur path is the par of the cur el,0
tooltip text,0
us is stil manip the select,0
priv adapternod actnod,0
stor id,0
ad account to mail check man,0
abort if not in debug mod,0
block transf to self,0
abort if not in debug mod,0
third column is a jcheckbox column,0
settext,0
non nl,0
setforeground col red settext,0
notif al observ,0
setbackground list getselectionbackground setforeground list getselectionforeground,0
non nl,0
shortcut key,0
thi nod is categor fold do not mak it edit,0
no row ar select,0
non nl,0
